chrom,start,end,Nanog_binding_status,replication_timing_pre_MBT
chr2,37300000,37400000,1k-cell new,0.8767790000000001
chr2,37400000,37500000,dome new,0.736648
chr2,37500000,37600000,non binding,0.681009
chr2,37600000,37700000,1k-cell new,0.937625
chr2,37700000,37800000,1k-cell new,1.3917
chr2,37800000,37900000,non binding,1.88861
chr2,37900000,38000000,dome new,2.0899099999999997
chr2,38000000,38100000,dome new,1.9009900000000002
chr2,38100000,38200000,256-cell,1.69497
chr2,38200000,38300000,256-cell,1.66045
chr2,38300000,38400000,256-cell,1.2908600000000001
chr2,38400000,38500000,non binding,0.453583
chr2,38500000,38600000,1k-cell new,-0.175495
chr2,38600000,38700000,non binding,-0.216489
chr2,38700000,38800000,dome new,0.000559355
chr2,38800000,38900000,256-cell,-9.39401e-05
chr2,38900000,39000000,non binding,-0.00177282
chr2,39000000,39100000,1k-cell new,0.16903800000000002
chr2,39100000,39200000,dome new,0.205634
chr2,39200000,39300000,dome new,-0.168576
chr2,39300000,39400000,256-cell,-0.698572
chr2,39400000,39500000,dome new,-0.70308
chr2,39500000,39600000,dome new,-0.295221
chr2,39600000,39700000,dome new,-0.033048
chr2,39700000,39800000,dome new,0.0178651
chr2,39800000,39900000,non binding,-0.297113
chr2,39900000,40000000,non binding,-0.68893
chr2,40000000,40100000,1k-cell new,-0.7192890000000001
chr2,40100000,40200000,1k-cell new,-0.315607
chr2,40200000,40300000,dome new,0.28736300000000004
chr2,40300000,40400000,non binding,0.0515601
chr2,40400000,40500000,256-cell,-0.09585880000000001
chr2,40500000,40600000,dome new,0.00320785
chr2,40600000,40700000,dome new,0.0639577
chr2,40700000,40800000,non binding,0.0725156
chr2,40800000,40900000,1k-cell new,0.0394274
chr2,40900000,41000000,non binding,-0.177451
chr2,41000000,41100000,dome new,-0.24600999999999998
chr2,41100000,41200000,256-cell,0.0290971
chr2,41200000,41300000,non binding,0.504781
chr2,41300000,41400000,dome new,1.14321
chr2,41400000,41500000,dome new,1.6407
chr2,41500000,41600000,1k-cell new,1.2789
chr2,41600000,41700000,256-cell,0.508882
chr2,41700000,41800000,dome new,0.121525
chr2,41800000,41900000,256-cell,0.149763
chr2,41900000,42000000,non binding,0.517471
chr2,42000000,42100000,non binding,0.9989389999999999
chr2,42100000,42200000,non binding,1.24696
chr2,42200000,42300000,dome new,1.0392700000000001
chr2,42300000,42400000,dome new,0.760468
chr2,42400000,42500000,dome new,0.5952609999999999
chr2,42500000,42600000,non binding,0.675998
chr2,42600000,42700000,dome new,0.754278
chr2,42700000,42800000,non binding,0.633479
chr2,42800000,42900000,non binding,0.475361
chr2,42900000,43000000,dome new,0.261034
chr2,43000000,43100000,256-cell,-0.061911900000000006
chr2,43100000,43200000,non binding,-0.40873400000000004
chr2,43200000,43300000,non binding,-0.619494
chr2,43300000,43400000,1k-cell new,-0.590128
chr2,43400000,43500000,1k-cell new,0.0537171
chr2,43500000,43600000,1k-cell new,0.8733870000000001
chr2,43600000,43700000,1k-cell new,1.11564
chr2,43700000,43800000,non binding,1.14741
chr2,43800000,43900000,dome new,1.05644
chr2,43900000,44000000,dome new,0.930068
chr2,44000000,44100000,non binding,0.699417
chr2,44100000,44200000,1k-cell new,0.566894
chr2,44200000,44300000,256-cell,0.73142
chr2,44300000,44400000,1k-cell new,0.9579120000000001
chr2,44400000,44500000,256-cell,0.9269790000000001
chr2,44500000,44600000,dome new,0.9325
chr2,44600000,44700000,1k-cell new,1.08279
chr2,44700000,44800000,256-cell,1.2745799999999998
chr2,44800000,44900000,non binding,0.9527389999999999
chr2,44900000,45000000,non binding,0.7691100000000001
chr2,45000000,45100000,non binding,0.929221
chr2,45100000,45200000,non binding,1.0096399999999999
chr2,45200000,45300000,256-cell,0.684116
chr2,45300000,45400000,1k-cell new,0.42718199999999995
chr2,45400000,45500000,non binding,0.357311
chr2,45500000,45600000,non binding,0.321447
chr2,45600000,45700000,non binding,0.089288
chr2,45700000,45800000,non binding,-0.07456189999999999
chr2,45800000,45900000,dome new,0.0991355
chr2,45900000,46000000,1k-cell new,0.0934715
chr2,46000000,46100000,non binding,-0.24942399999999998
chr2,46100000,46200000,1k-cell new,-0.495567
chr2,46200000,46300000,dome new,-0.59483
chr2,46300000,46400000,non binding,-0.5968289999999999
chr2,46400000,46500000,1k-cell new,-0.749965
chr2,46500000,46600000,non binding,-1.17214
chr2,46600000,46700000,non binding,-1.37414
chr2,46700000,46800000,dome new,-1.12227
chr2,46800000,46900000,non binding,-0.667195
chr2,46900000,47000000,dome new,-0.494075
chr2,47000000,47100000,non binding,-0.257804
chr2,47100000,47200000,non binding,-0.08478669999999999
chr2,47200000,47300000,dome new,0.0471684
chr2,47300000,47400000,non binding,0.305342
chr2,47400000,47500000,1k-cell new,0.594999
chr2,47500000,47600000,non binding,0.469629
chr2,47600000,47700000,non binding,0.220448
chr2,47700000,47800000,non binding,0.17569
chr2,47800000,47900000,non binding,0.760113
chr2,47900000,48000000,256-cell,1.49129
chr2,48000000,48100000,256-cell,1.4039
chr2,48100000,48200000,non binding,1.19909
chr2,48200000,48300000,dome new,1.26959
chr2,48300000,48400000,256-cell,1.30419
chr2,48400000,48500000,256-cell,1.1946
chr2,48500000,48600000,non binding,1.04338
chr2,48600000,48700000,non binding,0.173582
chr2,48700000,48800000,non binding,-0.189282
chr2,48800000,48900000,non binding,-0.665999
chr2,48900000,49000000,dome new,-0.607383
chr2,49000000,49100000,dome new,-0.290951
chr2,49100000,49200000,non binding,-0.390806
chr2,49200000,49300000,non binding,-0.5540930000000001
chr2,49300000,49400000,non binding,-0.258157
chr2,49400000,49500000,non binding,0.28668299999999997
chr2,49500000,49600000,non binding,0.32359499999999997
chr2,49600000,49700000,non binding,-0.40571999999999997
chr2,49700000,49800000,non binding,-1.1043
chr2,49800000,49900000,non binding,-0.9986430000000001
chr2,49900000,50000000,1k-cell new,-0.28411
chr2,50000000,50100000,dome new,0.727748
chr2,50100000,50200000,non binding,1.29213
chr2,50200000,50300000,non binding,0.902283
chr2,50300000,50400000,non binding,0.0692918
chr2,50400000,50500000,non binding,-0.35931
chr2,50500000,50600000,1k-cell new,-0.180649
chr2,50600000,50700000,non binding,0.265876
chr2,50700000,50800000,dome new,0.470765
chr2,50800000,50900000,non binding,0.701778
chr2,50900000,51000000,256-cell,1.10175
chr2,51000000,51100000,non binding,0.943499
chr2,51100000,51200000,non binding,0.279438
chr2,51200000,51300000,non binding,-0.365797
chr2,51300000,51400000,non binding,-0.689746
chr2,51400000,51500000,non binding,-0.669561
chr2,51500000,51600000,non binding,-0.320081
chr2,51600000,51700000,non binding,0.048031
chr2,51700000,51800000,non binding,0.106876
chr2,51800000,51900000,non binding,0.03924419999999999
chr2,51900000,52000000,non binding,0.12161199999999998
chr2,52000000,52100000,dome new,0.27312
chr2,52100000,52200000,non binding,0.028498000000000002
chr2,52200000,52300000,non binding,-0.6104109999999999
chr2,52300000,52400000,256-cell,-1.0356
chr2,52400000,52500000,dome new,-1.19519
chr2,52500000,52600000,non binding,-1.29585
chr2,52600000,52700000,dome new,-1.07134
chr2,52700000,52800000,dome new,-0.5779890000000001
chr2,52800000,52900000,non binding,-0.41363500000000003
chr2,52900000,53000000,non binding,-0.525892
chr2,53000000,53100000,256-cell,-0.5654140000000001
chr2,53100000,53200000,non binding,-0.648509
chr2,53200000,53300000,non binding,-0.714663
chr2,53300000,53400000,1k-cell new,-0.668281
chr2,53400000,53500000,1k-cell new,-0.0639016
chr2,53500000,53600000,256-cell,0.460966
chr2,53600000,53700000,dome new,0.098077
chr2,53700000,53800000,non binding,-0.673255
chr2,53800000,53900000,non binding,-0.899468
chr2,53900000,54000000,non binding,0.0
chr2,54000000,54100000,dome new,0.0
chr2,54100000,54200000,non binding,-1.12378
chr2,54200000,54300000,non binding,-1.26521
chr2,54300000,54400000,non binding,-1.49019
chr2,54400000,54500000,non binding,-1.64533
chr2,54500000,54600000,non binding,-1.4481700000000002
chr2,54600000,54700000,non binding,-1.21991
chr2,54700000,54800000,non binding,-1.09836
chr2,54800000,54900000,non binding,-1.09582
chr2,54900000,55000000,non binding,-1.20475
chr2,55000000,55100000,non binding,-1.18963
chr2,55100000,55200000,non binding,-0.876619
chr2,55200000,55300000,256-cell,-0.678435
chr2,55300000,55400000,1k-cell new,-0.612006
chr2,55400000,55500000,non binding,0.0
chr2,55500000,55600000,dome new,0.0
chr2,55600000,55700000,256-cell,0.0
chr2,55700000,55800000,1k-cell new,-0.501762
chr2,55800000,55900000,non binding,-0.360648
chr2,55900000,56000000,non binding,-0.06787710000000001
chr2,56000000,56100000,non binding,0.034645
chr2,56100000,56200000,non binding,-0.301607
chr2,56200000,56300000,non binding,-0.691235
chr2,56300000,56400000,non binding,-0.929085
chr2,56400000,56500000,non binding,-1.02227
chr2,56500000,56600000,non binding,-0.959829
chr2,56600000,56700000,1k-cell new,-0.914334
chr2,56700000,56800000,non binding,-1.19089
chr2,56800000,56900000,non binding,-1.38521
chr2,56900000,57000000,non binding,-1.30693
chr2,57000000,57100000,1k-cell new,-0.728046
chr2,57100000,57200000,non binding,-0.135105
chr2,57200000,57300000,1k-cell new,-0.10366099999999999
chr2,57300000,57400000,1k-cell new,0.056733900000000004
chr2,57400000,57500000,dome new,-0.0555409
chr2,57500000,57600000,1k-cell new,-0.46517700000000006
chr2,57600000,57700000,non binding,-1.10015
chr2,57700000,57800000,non binding,-1.25054
chr2,57800000,57900000,non binding,-0.743255
chr2,57900000,58000000,256-cell,-0.6816479999999999
chr2,58000000,58100000,256-cell,-1.19822
chr2,58100000,58200000,non binding,-0.983188
chr2,58200000,58300000,dome new,-1.12981
chr2,58300000,58400000,dome new,-1.5322200000000001
chr2,58400000,58500000,non binding,-1.83034
chr2,58500000,58600000,non binding,-2.08563
chr2,58600000,58700000,non binding,-2.2159999999999997
chr2,58700000,58800000,non binding,-2.9493
chr2,58800000,58900000,1k-cell new,-3.4297400000000002
chr2,58900000,59000000,non binding,-3.2203
chr2,59000000,59100000,non binding,-2.3489400000000002
chr2,59100000,59200000,non binding,-1.67503
chr2,59200000,59300000,256-cell,-1.63501
chr2,59300000,59400000,1k-cell new,-1.82107
chr2,59400000,59500000,1k-cell new,-1.97348
chr2,59500000,59600000,dome new,-2.04188
chr2,59600000,59640629,non binding,-2.11536
chr20,0,100000,dome new,-2.41288
chr20,100000,200000,dome new,-2.51697
chr20,200000,300000,non binding,-2.30722
chr20,300000,400000,1k-cell new,-1.9394
chr20,400000,500000,dome new,-1.7529099999999997
chr20,500000,600000,non binding,-1.57667
chr20,600000,700000,non binding,-1.22075
chr20,700000,800000,non binding,-0.8520790000000001
chr20,800000,900000,dome new,-0.660734
chr20,900000,1000000,non binding,-0.783231
chr20,1000000,1100000,non binding,-0.836335
chr20,1100000,1200000,1k-cell new,-0.5045930000000001
chr20,1200000,1300000,256-cell,-0.389916
chr20,1300000,1400000,dome new,-0.9803280000000001
chr20,1400000,1500000,non binding,-2.04555
chr20,1500000,1600000,non binding,-2.71802
chr20,1600000,1700000,256-cell,-2.69888
chr20,1700000,1800000,1k-cell new,-2.5914900000000003
chr20,1800000,1900000,non binding,-2.81633
chr20,1900000,2000000,non binding,-2.63955
chr20,2000000,2100000,non binding,-1.68387
chr20,2100000,2200000,dome new,-1.1824
chr20,2200000,2300000,non binding,-1.19859
chr20,2300000,2400000,1k-cell new,-1.47233
chr20,2400000,2500000,dome new,-1.7184700000000002
chr20,2500000,2600000,dome new,-1.7650099999999997
chr20,2600000,2700000,dome new,-1.30577
chr20,2700000,2800000,dome new,-0.825399
chr20,2800000,2900000,non binding,-1.0131
chr20,2900000,3000000,256-cell,-1.25458
chr20,3000000,3100000,non binding,-0.9756040000000001
chr20,3100000,3200000,non binding,-0.526069
chr20,3200000,3300000,dome new,-0.338181
chr20,3300000,3400000,1k-cell new,-0.45195100000000005
chr20,3400000,3500000,1k-cell new,-0.529399
chr20,3500000,3600000,256-cell,-0.386173
chr20,3600000,3700000,1k-cell new,-0.307661
chr20,3700000,3800000,non binding,-0.7339720000000001
chr20,3800000,3900000,non binding,-0.707329
chr20,3900000,4000000,dome new,-0.159262
chr20,4000000,4100000,dome new,-0.37911300000000003
chr20,4100000,4200000,non binding,-0.9481870000000001
chr20,4200000,4300000,1k-cell new,-0.615297
chr20,4300000,4400000,256-cell,-0.39881300000000003
chr20,4400000,4500000,non binding,-1.1699899999999999
chr20,4500000,4600000,256-cell,-1.07295
chr20,4600000,4700000,256-cell,-0.596322
chr20,4700000,4800000,256-cell,-0.07501619999999999
chr20,4800000,4900000,non binding,-0.609743
chr20,4900000,5000000,non binding,-0.5666
chr20,5000000,5100000,dome new,-0.0215577
chr20,5100000,5200000,non binding,0.48237399999999997
chr20,5200000,5300000,1k-cell new,0.789143
chr20,5300000,5400000,dome new,0.701584
chr20,5400000,5500000,non binding,0.0990993
chr20,5500000,5600000,dome new,-0.5722619999999999
chr20,5600000,5700000,non binding,-1.1473200000000001
chr20,5700000,5800000,non binding,-1.50962
chr20,5800000,5900000,256-cell,-1.26965
chr20,5900000,6000000,dome new,-0.6553329999999999
chr20,6000000,6100000,non binding,-0.169855
chr20,6100000,6200000,non binding,-0.104075
chr20,6200000,6300000,non binding,-0.529894
chr20,6300000,6400000,non binding,-0.9056559999999999
chr20,6400000,6500000,non binding,-0.714761
chr20,6500000,6600000,non binding,-0.425937
chr20,6600000,6700000,256-cell,-0.624839
chr20,6700000,6800000,non binding,-0.777267
chr20,6800000,6900000,256-cell,-0.52118
chr20,6900000,7000000,dome new,-0.10356199999999999
chr20,7000000,7100000,1k-cell new,0.475163
chr20,7100000,7200000,256-cell,0.8366950000000001
chr20,7200000,7300000,dome new,0.653361
chr20,7300000,7400000,dome new,-0.144696
chr20,7400000,7500000,dome new,-0.5880920000000001
chr20,7500000,7600000,non binding,-0.308785
chr20,7600000,7700000,non binding,-0.231785
chr20,7700000,7800000,dome new,-0.556231
chr20,7800000,7900000,non binding,-0.8989860000000001
chr20,7900000,8000000,dome new,-0.807217
chr20,8000000,8100000,1k-cell new,-0.541716
chr20,8100000,8200000,1k-cell new,-0.23313000000000003
chr20,8200000,8300000,non binding,0.0980591
chr20,8300000,8400000,dome new,0.170402
chr20,8400000,8500000,256-cell,0.00336685
chr20,8500000,8600000,1k-cell new,-0.5725020000000001
chr20,8600000,8700000,non binding,-1.1051
chr20,8700000,8800000,non binding,-1.16001
chr20,8800000,8900000,256-cell,-0.69285
chr20,8900000,9000000,256-cell,-0.106209
chr20,9000000,9100000,non binding,0.49210600000000004
chr20,9100000,9200000,dome new,1.09893
chr20,9200000,9300000,non binding,1.2796
chr20,9300000,9400000,256-cell,1.01039
chr20,9400000,9500000,dome new,0.43863599999999997
chr20,9500000,9600000,non binding,-0.132054
chr20,9600000,9700000,dome new,-0.320554
chr20,9700000,9800000,non binding,-0.244371
chr20,9800000,9900000,non binding,-0.212304
chr20,9900000,10000000,dome new,0.328059
chr20,10000000,10100000,1k-cell new,0.921883
chr20,10100000,10200000,256-cell,0.8944700000000001
chr20,10200000,10300000,non binding,0.450485
chr20,10300000,10400000,non binding,-0.00344074
chr20,10400000,10500000,256-cell,-0.497424
chr20,10500000,10600000,non binding,-0.8297459999999999
chr20,10600000,10700000,1k-cell new,-0.7051810000000001
chr20,10700000,10800000,non binding,-0.516961
chr20,10800000,10900000,dome new,-0.434917
chr20,10900000,11000000,dome new,-0.319379
chr20,11000000,11100000,non binding,-0.202625
chr20,11100000,11200000,non binding,-0.409123
chr20,11200000,11300000,dome new,-0.952548
chr20,11300000,11400000,non binding,-1.20173
chr20,11400000,11500000,non binding,-1.4661
chr20,11500000,11600000,non binding,-1.99554
chr20,11600000,11700000,non binding,-2.36307
chr20,11700000,11800000,non binding,-2.23058
chr20,11800000,11900000,non binding,-1.66327
chr20,11900000,12000000,non binding,-1.17065
chr20,12000000,12100000,non binding,-1.28464
chr20,12100000,12200000,non binding,-1.56093
chr20,12200000,12300000,non binding,-1.52696
chr20,12300000,12400000,non binding,-1.27139
chr20,12400000,12500000,256-cell,-0.783695
chr20,12500000,12600000,non binding,-0.832147
chr20,12600000,12700000,non binding,-1.08807
chr20,12700000,12800000,non binding,-0.9570850000000001
chr20,12800000,12900000,non binding,-0.8126760000000001
chr20,12900000,13000000,non binding,-0.8923469999999999
chr20,13000000,13100000,non binding,-0.894009
chr20,13100000,13200000,dome new,-0.888159
chr20,13200000,13300000,dome new,-0.777038
chr20,13300000,13400000,non binding,-0.200027
chr20,13400000,13500000,dome new,0.06726019999999999
chr20,13500000,13600000,non binding,0.09972289999999999
chr20,13600000,13700000,non binding,0.00044815699999999997
chr20,13700000,13800000,non binding,0.151505
chr20,13800000,13900000,dome new,0.664988
chr20,13900000,14000000,dome new,0.786154
chr20,14000000,14100000,dome new,0.229713
chr20,14100000,14200000,non binding,-0.442439
chr20,14200000,14300000,non binding,-0.620581
chr20,14300000,14400000,256-cell,-0.45614
chr20,14400000,14500000,non binding,-0.161325
chr20,14500000,14600000,non binding,0.11711300000000001
chr20,14600000,14700000,256-cell,0.252266
chr20,14700000,14800000,dome new,0.195702
chr20,14800000,14900000,non binding,-0.0656786
chr20,14900000,15000000,1k-cell new,-0.20230499999999998
chr20,15000000,15100000,1k-cell new,-0.270963
chr20,15100000,15200000,non binding,-0.40619299999999997
chr20,15200000,15300000,256-cell,-0.634009
chr20,15300000,15400000,non binding,-0.7325659999999999
chr20,15400000,15500000,dome new,-0.423227
chr20,15500000,15600000,dome new,0.269721
chr20,15600000,15700000,1k-cell new,0.731007
chr20,15700000,15800000,non binding,0.722949
chr20,15800000,15900000,dome new,0.374618
chr20,15900000,16000000,non binding,-0.304832
chr20,16000000,16100000,non binding,-0.8839049999999999
